country;year;month;MCS;CG;volume(Kg);weight;value(EUR)
Spain;2016;5;Groundfish;Cod;1773127.0;Net weight;1.522309E7
Spain;2016;5;Flatfish;Sole, other;2741585.0;Net weight;2.528979E7
Spain;2016;5;Salmonids;Salmon;3393873.0;Net weight;3.539465E7
Spain;2016;6;Groundfish;Hake;9654030.0;Net weight;6.730242E7
Spain;2016;6;Small pelagics;Sardine;6889190.0;Net weight;3.237598E7
Spain;2016;6;Salmonids;Salmon;2820711.0;Net weight;3.051318E7
Spain;2016;6;Flatfish;Sole, other;2822630.0;Net weight;2.691227E7
Spain;2016;6;Groundfish;Cod;1831353.0;Net weight;1.550561E7
Spain;2016;6;Tuna and tuna-like species;Tuna, miscellaneous;2394210.0;Net weight;2.332794E7
Spain;2016;6;Other marine fish;Seabream, gilthead;1880674.0;Net weight;1.46944E7
Spain;2016;6;Small pelagics;Mackerel;1467402.0;Net weight;6157492.0
Spain;2016;6;Other marine fish;Monk;1170375.0;Net weight;1.375534E7
Spain;2016;6;Other marine fish;Seabass, European;1863545.0;Net weight;1.606912E7
Spain;2016;6;Miscellaneous aquatic products;Other unspecified products;2.056483E7;Net weight;1.475744E8
Spain;2016;7;Salmonids;Salmon;2648395.0;Net weight;2.80503E7
Spain;2016;7;Flatfish;Sole, other;2392535.0;Net weight;2.319251E7
Spain;2016;7;Other marine fish;Seabass, European;1827381.0;Net weight;1.55994E7
Spain;2016;7;Miscellaneous aquatic products;Other unspecified products;2.094291E7;Net weight;1.494231E8
Spain;2016;7;Other marine fish;Seabream, gilthead;1696898.0;Net weight;1.353441E7
Spain;2016;7;Small pelagics;Mackerel;1261124.0;Net weight;5566081.0
Spain;2016;7;Groundfish;Cod;1532966.0;Net weight;1.274937E7
Spain;2016;7;Tuna and tuna-like species;Tuna, miscellaneous;3246100.0;Net weight;2.998473E7
Spain;2016;7;Other marine fish;Monk;863942.0;Net weight;9458356.0
Spain;2016;7;Groundfish;Hake;8322119.0;Net weight;5.991815E7
Spain;2016;7;Small pelagics;Sardine;7028458.0;Net weight;3.256657E7
Spain;2016;8;Salmonids;Salmon;3070180.0;Net weight;3.410421E7
Spain;2016;8;Flatfish;Sole, other;1925006.0;Net weight;1.75219E7
Spain;2016;8;Groundfish;Cod;1251774.0;Net weight;1.005746E7
Spain;2016;8;Tuna and tuna-like species;Tuna, miscellaneous;2909683.0;Net weight;2.472874E7
Spain;2016;8;Other marine fish;Seabream, gilthead;1672237.0;Net weight;1.298704E7
Spain;2016;8;Small pelagics;Mackerel;1146360.0;Net weight;5037735.0
Spain;2016;8;Groundfish;Hake;7188591.0;Net weight;5.217758E7
Spain;2016;8;Small pelagics;Sardine;5371136.0;Net weight;2.701466E7
Spain;2016;8;Miscellaneous aquatic products;Other unspecified products;2.017336E7;Net weight;1.367477E8
Spain;2016;8;Other marine fish;Seabass, European;1567375.0;Net weight;1.336104E7
Spain;2016;8;Other marine fish;Monk;655514.0;Net weight;6856546.0
Spain;2016;9;Salmonids;Salmon;3748454.0;Net weight;3.914951E7
Spain;2016;9;Flatfish;Sole, other;2057416.0;Net weight;1.953178E7
Spain;2016;9;Groundfish;Cod;1536760.0;Net weight;1.343298E7
Spain;2016;9;Tuna and tuna-like species;Tuna, miscellaneous;2504154.0;Net weight;2.299606E7
Spain;2016;9;Small pelagics;Sardine;7290986.0;Net weight;3.357874E7
Spain;2016;9;Groundfish;Hake;8147146.0;Net weight;5.942934E7
Spain;2016;9;Other marine fish;Seabream, gilthead;2063131.0;Net weight;1.598056E7
Spain;2016;9;Small pelagics;Mackerel;1090468.0;Net weight;4633681.0
Spain;2016;9;Other marine fish;Monk;879778.0;Net weight;9826625.0
Spain;2016;9;Other marine fish;Seabass, European;1754819.0;Net weight;1.489415E7
Spain;2016;9;Miscellaneous aquatic products;Other unspecified products;2.299611E7;Net weight;1.582685E8
Spain;2015;1;Groundfish;Hake;1.108292E7;Net weight;8.178687E7
Spain;2015;1;Small pelagics;Sardine;4265586.0;Net weight;1.956528E7
Spain;2015;1;Salmonids;Salmon;4424974.0;Net weight;4.050998E7
Spain;2015;1;Flatfish;Sole, other;2123311.0;Net weight;2.306391E7
Spain;2015;1;Groundfish;Cod;2331707.0;Net weight;1.886898E7
Spain;2015;1;Tuna and tuna-like species;Tuna, miscellaneous;947022.0;Net weight;9924993.0
Spain;2015;1;Other marine fish;Seabream, gilthead;2413298.0;Net weight;1.890286E7
Spain;2015;1;Small pelagics;Mackerel;1085598.0;Net weight;5327299.0
Spain;2015;1;Other marine fish;Monk;1292288.0;Net weight;1.508074E7
Spain;2015;1;Other marine fish;Seabass, European;2052885.0;Net weight;1.775202E7
Spain;2015;1;Miscellaneous aquatic products;Other unspecified products;2.621732E7;Net weight;1.853789E8
Spain;2015;10;Other marine fish;Seabream, gilthead;2073501.0;Net weight;1.629344E7
Spain;2015;10;Groundfish;Hake;9271768.0;Net weight;6.700175E7
Spain;2015;10;Miscellaneous aquatic products;Other unspecified products;2.674891E7;Net weight;1.80856E8
Spain;2015;10;Other marine fish;Seabass, European;2058113.0;Net weight;1.727382E7
Spain;2015;10;Other marine fish;Monk;811818.0;Net weight;8704724.0
Spain;2015;10;Small pelagics;Mackerel;1331869.0;Net weight;5736893.0
Spain;2015;10;Small pelagics;Sardine;6487415.0;Net weight;2.8655E7
Spain;2015;10;Salmonids;Salmon;6132136.0;Net weight;5.006665E7
Spain;2015;10;Flatfish;Sole, other;2441822.0;Net weight;2.335083E7
Spain;2015;10;Groundfish;Cod;1953733.0;Net weight;1.595829E7
Spain;2015;10;Tuna and tuna-like species;Tuna, miscellaneous;2626308.0;Net weight;2.250799E7
Spain;2015;11;Other marine fish;Seabass, European;2182225.0;Net weight;1.760113E7
Spain;2015;11;Salmonids;Salmon;5877918.0;Net weight;4.87316E7
Spain;2015;11;Flatfish;Sole, other;2202776.0;Net weight;2.190621E7
Spain;2015;11;Groundfish;Cod;2015089.0;Net weight;1.641338E7
Spain;2015;11;Tuna and tuna-like species;Tuna, miscellaneous;1471533.0;Net weight;1.375638E7
Spain;2015;11;Other marine fish;Seabream, gilthead;2205968.0;Net weight;1.729346E7
Spain;2015;11;Small pelagics;Mackerel;1277274.0;Net weight;5515222.0
Spain;2015;11;Other marine fish;Monk;814602.0;Net weight;1.007269E7
Spain;2015;11;Groundfish;Hake;8679423.0;Net weight;6.426179E7
Spain;2015;11;Miscellaneous aquatic products;Other unspecified products;2.629428E7;Net weight;1.765422E8
Spain;2015;11;Small pelagics;Sardine;5877133.0;Net weight;2.457891E7
Spain;2015;12;Miscellaneous aquatic products;Other unspecified products;3.375197E7;Net weight;2.986369E8
Spain;2015;12;Other marine fish;Seabass, European;2731904.0;Net weight;2.346225E7
Spain;2015;12;Other marine fish;Monk;1834735.0;Net weight;2.162788E7
Spain;2015;12;Small pelagics;Mackerel;904133.0;Net weight;3856711.0
Spain;2015;12;Other marine fish;Seabream, gilthead;2371695.0;Net weight;1.835749E7
Spain;2015;12;Tuna and tuna-like species;Tuna, miscellaneous;1100936.0;Net weight;1.062672E7
Spain;2015;12;Groundfish;Cod;1996846.0;Net weight;1.731607E7
Spain;2015;12;Flatfish;Sole, other;1942922.0;Net weight;2.018772E7
Spain;2015;12;Salmonids;Salmon;5266035.0;Net weight;4.669926E7
Spain;2015;12;Small pelagics;Sardine;3562928.0;Net weight;1.582095E7
Spain;2015;12;Groundfish;Hake;8981672.0;Net weight;7.572591E7
Spain;2015;2;Tuna and tuna-like species;Tuna, miscellaneous;774586.0;Net weight;7868789.0
Spain;2015;2;Other marine fish;Seabream, gilthead;1970201.0;Net weight;1.486753E7
Spain;2015;2;Salmonids;Salmon;4763703.0;Net weight;4.03745E7
Spain;2015;2;Small pelagics;Mackerel;906367.0;Net weight;4188102.0
Spain;2015;2;Other marine fish;Monk;1057998.0;Net weight;1.216183E7
Spain;2015;2;Other marine fish;Seabass, European;1610901.0;Net weight;1.288149E7
Spain;2015;2;Miscellaneous aquatic products;Other unspecified products;2.266437E7;Net weight;1.513154E8
Spain;2015;2;Flatfish;Sole, other;2790240.0;Net weight;2.603617E7
Spain;2015;2;Groundfish;Cod;3053299.0;Net weight;2.306418E7
Spain;2015;2;Groundfish;Hake;9925745.0;Net weight;6.731252E7
Spain;2015;2;Small pelagics;Sardine;4055780.0;Net weight;1.887092E7
Spain;2015;3;Groundfish;Hake;8753143.0;Net weight;6.067926E7
Spain;2015;3;Small pelagics;Sardine;5458419.0;Net weight;2.453899E7
Spain;2015;3;Salmonids;Salmon;4634008.0;Net weight;4.049719E7
Spain;2015;3;Flatfish;Sole, other;2418138.0;Net weight;2.236363E7
Spain;2015;3;Groundfish;Cod;4931077.0;Net weight;3.450913E7
Spain;2015;3;Tuna and tuna-like species;Tuna, miscellaneous;1131650.0;Net weight;1.148209E7
Spain;2015;3;Other marine fish;Seabream, gilthead;1708287.0;Net weight;1.347574E7
Spain;2015;3;Small pelagics;Mackerel;4292238.0;Net weight;1.380667E7
Spain;2015;3;Other marine fish;Monk;893491.0;Net weight;9962945.0
Spain;2015;3;Other marine fish;Seabass, European;1858394.0;Net weight;1.466072E7
Spain;2015;3;Miscellaneous aquatic products;Other unspecified products;2.340198E7;Net weight;1.598243E8
Spain;2015;4;Groundfish;Hake;9917716.0;Net weight;6.738112E7
Spain;2015;4;Small pelagics;Sardine;5742639.0;Net weight;2.571133E7
Spain;2015;4;Salmonids;Salmon;4912919.0;Net weight;4.191786E7
Spain;2015;4;Flatfish;Sole, other;2886717.0;Net weight;2.764386E7
Spain;2015;4;Groundfish;Cod;3258429.0;Net weight;2.270007E7
Spain;2015;4;Tuna and tuna-like species;Tuna, miscellaneous;870271.0;Net weight;9053752.0
Spain;2015;4;Other marine fish;Seabream, gilthead;1872479.0;Net weight;1.443397E7
Spain;2015;4;Small pelagics;Mackerel;2937845.0;Net weight;1.00396E7
Spain;2015;4;Other marine fish;Monk;1031567.0;Net weight;1.099246E7
Spain;2015;4;Other marine fish;Seabass, European;1933680.0;Net weight;1.551952E7
Spain;2015;4;Miscellaneous aquatic products;Other unspecified products;2.245488E7;Net weight;1.554911E8
Spain;2015;5;Miscellaneous aquatic products;Other unspecified products;2.225029E7;Net weight;1.631382E8
Spain;2015;5;Other marine fish;Seabass, European;1849152.0;Net weight;1.530637E7
Spain;2015;5;Other marine fish;Monk;1060627.0;Net weight;1.154613E7
Spain;2015;5;Small pelagics;Mackerel;1279475.0;Net weight;5441555.0
Spain;2015;5;Other marine fish;Seabream, gilthead;1935743.0;Net weight;1.507127E7
Spain;2015;5;Tuna and tuna-like species;Tuna, miscellaneous;1235654.0;Net weight;1.240916E7
Spain;2015;5;Groundfish;Cod;2562930.0;Net weight;1.791347E7
Spain;2015;5;Flatfish;Sole, other;2638268.0;Net weight;2.496796E7
Spain;2015;5;Salmonids;Salmon;4667806.0;Net weight;4.11646E7
Spain;2015;5;Small pelagics;Sardine;8133191.0;Net weight;3.496024E7
Spain;2015;5;Groundfish;Hake;9946376.0;Net weight;6.892671E7
Spain;2015;6;Groundfish;Hake;8408800.0;Net weight;5.83477E7
Spain;2015;6;Small pelagics;Sardine;7165110.0;Net weight;3.336687E7
Spain;2015;6;Salmonids;Salmon;4755074.0;Net weight;4.059341E7
Spain;2015;6;Flatfish;Sole, other;2496750.0;Net weight;2.312404E7
Spain;2015;6;Groundfish;Cod;2179683.0;Net weight;1.522272E7
Spain;2015;6;Tuna and tuna-like species;Tuna, miscellaneous;2239018.0;Net weight;2.164174E7
Spain;2015;6;Other marine fish;Seabream, gilthead;1834202.0;Net weight;1.471255E7
Spain;2015;6;Small pelagics;Mackerel;1078768.0;Net weight;4696933.0
Spain;2015;6;Other marine fish;Monk;809724.0;Net weight;8059240.0
Spain;2015;6;Other marine fish;Seabass, European;1503951.0;Net weight;1.287345E7
Spain;2015;6;Miscellaneous aquatic products;Other unspecified products;2.275858E7;Net weight;1.564258E8
Spain;2015;7;Groundfish;Hake;8274960.0;Net weight;5.914782E7
Spain;2015;7;Miscellaneous aquatic products;Other unspecified products;2.157539E7;Net weight;1.571202E8
Spain;2015;7;Small pelagics;Sardine;7343868.0;Net weight;3.384125E7
Spain;2015;7;Salmonids;Salmon;4164875.0;Net weight;3.481822E7
Spain;2015;7;Flatfish;Sole, other;2457057.0;Net weight;2.296974E7
Spain;2015;7;Groundfish;Cod;1977741.0;Net weight;1.402114E7
Spain;2015;7;Tuna and tuna-like species;Tuna, miscellaneous;2992424.0;Net weight;2.759519E7
Spain;2015;7;Other marine fish;Seabream, gilthead;1713524.0;Net weight;1.327586E7
Spain;2015;7;Small pelagics;Mackerel;1197462.0;Net weight;5047472.0
Spain;2015;7;Other marine fish;Monk;916521.0;Net weight;9234063.0
Spain;2015;7;Other marine fish;Seabass, European;1725532.0;Net weight;1.399683E7
Spain;2015;8;Miscellaneous aquatic products;Other unspecified products;2.068951E7;Net weight;1.372484E8
Spain;2015;8;Groundfish;Hake;7028972.0;Net weight;4.89941E7
Spain;2015;8;Other marine fish;Seabass, European;1380823.0;Net weight;1.210641E7
Spain;2015;8;Small pelagics;Sardine;5967246.0;Net weight;2.829712E7
Spain;2015;8;Salmonids;Salmon;3773514.0;Net weight;3.435256E7
Spain;2015;8;Flatfish;Sole, other;2052730.0;Net weight;1.824463E7
Spain;2015;8;Groundfish;Cod;1189157.0;Net weight;9647748.0
Spain;2015;8;Tuna and tuna-like species;Tuna, miscellaneous;3012429.0;Net weight;2.715127E7
Spain;2015;8;Other marine fish;Seabream, gilthead;1371858.0;Net weight;1.183225E7
Spain;2015;8;Small pelagics;Mackerel;1214388.0;Net weight;5277178.0
Spain;2015;8;Other marine fish;Monk;730136.0;Net weight;8338426.0
Spain;2015;9;Miscellaneous aquatic products;Other unspecified products;2.423758E7;Net weight;1.55365E8
Spain;2015;9;Other marine fish;Seabass, European;1338801.0;Net weight;1.179227E7
Spain;2015;9;Other marine fish;Monk;789818.0;Net weight;8947481.0
Spain;2015;9;Small pelagics;Mackerel;1273758.0;Net weight;5546177.0
Spain;2015;9;Other marine fish;Seabream, gilthead;1565113.0;Net weight;1.305327E7
Spain;2015;9;Groundfish;Cod;1530815.0;Net weight;1.23457E7
Spain;2015;9;Tuna and tuna-like species;Tuna, miscellaneous;3190405.0;Net weight;2.724146E7
Spain;2015;9;Groundfish;Hake;8154523.0;Net weight;5.893243E7
Spain;2015;9;Small pelagics;Sardine;6733345.0;Net weight;3.247514E7
Spain;2015;9;Salmonids;Salmon;4804439.0;Net weight;4.226133E7
Spain;2015;9;Flatfish;Sole, other;2547382.0;Net weight;2.349477E7
Spain;2014;1;Other marine fish;Seabream, gilthead;2917614.0;Net weight;2.119081E7
Spain;2014;1;Flatfish;Sole, other;2522411.0;Net weight;2.555238E7
Spain;2014;1;Groundfish;Cod;3028675.0;Net weight;2.276765E7
Spain;2014;1;Miscellaneous aquatic products;Other unspecified products;2.797478E7;Net weight;1.917325E8
Spain;2014;1;Other marine fish;Seabass, European;2004133.0;Net weight;1.659866E7
Spain;2014;1;Tuna and tuna-like species;Tuna, miscellaneous;883515.0;Net weight;8841587.0
Spain;2014;1;Other marine fish;Monk;968562.0;Net weight;1.110256E7
Spain;2014;1;Small pelagics;Mackerel;933656.0;Net weight;4525485.0
Spain;2014;1;Groundfish;Hake;1.064287E7;Net weight;8.237032E7
Spain;2014;1;Small pelagics;Sardine;4494531.0;Net weight;2.231937E7
Spain;2014;1;Salmonids;Salmon;2632103.0;Net weight;2.821629E7
Spain;2014;10;Salmonids;Salmon;6206415.0;Net weight;4.799125E7
Spain;2014;10;Groundfish;Cod;2340851.0;Net weight;1.766855E7
Spain;2014;10;Miscellaneous aquatic products;Other unspecified products;2.716359E7;Net weight;1.7986E8
Spain;2014;10;Flatfish;Sole, other;2668873.0;Net weight;2.482185E7
Spain;2014;10;Other marine fish;Seabass, European;1346095.0;Net weight;1.129845E7
Spain;2014;10;Other marine fish;Monk;994022.0;Net weight;1.090417E7
Spain;2014;10;Small pelagics;Mackerel;1240791.0;Net weight;4763451.0
Spain;2014;10;Other marine fish;Seabream, gilthead;2535294.0;Net weight;1.861434E7
Spain;2014;10;Tuna and tuna-like species;Tuna, miscellaneous;1792170.0;Net weight;1.68667E7
Spain;2014;10;Groundfish;Hake;8031097.0;Net weight;6.111598E7
Spain;2014;10;Small pelagics;Sardine;5939669.0;Net weight;2.681849E7
Spain;2014;11;Groundfish;Hake;9111959.0;Net weight;6.729373E7
Spain;2014;11;Small pelagics;Sardine;5162422.0;Net weight;2.368069E7
Spain;2014;11;Salmonids;Salmon;4838130.0;Net weight;4.007278E7
Spain;2014;11;Flatfish;Sole, other;2394491.0;Net weight;2.344818E7
Spain;2014;11;Groundfish;Cod;2107038.0;Net weight;1.762114E7
Spain;2014;11;Tuna and tuna-like species;Tuna, miscellaneous;1145766.0;Net weight;1.134552E7
Spain;2014;11;Other marine fish;Seabream, gilthead;2476656.0;Net weight;1.811518E7
Spain;2014;11;Small pelagics;Mackerel;1102753.0;Net weight;4549373.0
Spain;2014;11;Other marine fish;Monk;903538.0;Net weight;1.138146E7
Spain;2014;11;Other marine fish;Seabass, European;1788605.0;Net weight;1.39751E7
Spain;2014;11;Miscellaneous aquatic products;Other unspecified products;2.652096E7;Net weight;1.803038E8
Spain;2014;12;Salmonids;Salmon;5058654.0;Net weight;4.453604E7
Spain;2014;12;Miscellaneous aquatic products;Other unspecified products;3.490805E7;Net weight;2.706446E8
Spain;2014;12;Other marine fish;Seabass, European;2280886.0;Net weight;1.874988E7
Spain;2014;12;Other marine fish;Monk;1887581.0;Net weight;2.251162E7
Spain;2014;12;Small pelagics;Mackerel;982374.0;Net weight;4587392.0
Spain;2014;12;Other marine fish;Seabream, gilthead;2494619.0;Net weight;1.85255E7
Spain;2014;12;Flatfish;Sole, other;2198293.0;Net weight;2.195509E7
Spain;2014;12;Groundfish;Hake;1.036561E7;Net weight;7.895985E7
Spain;2014;12;Small pelagics;Sardine;2798321.0;Net weight;1.358109E7
Spain;2014;12;Groundfish;Cod;1868358.0;Net weight;1.62582E7
Spain;2014;12;Tuna and tuna-like species;Tuna, miscellaneous;787465.0;Net weight;7344743.0
Spain;2014;2;Flatfish;Sole, other;2586105.0;Net weight;2.546184E7
Spain;2014;2;Salmonids;Salmon;2566765.0;Net weight;2.500311E7
Spain;2014;2;Small pelagics;Sardine;4996514.0;Net weight;2.419679E7
Spain;2014;2;Groundfish;Hake;9880584.0;Net weight;6.898978E7
Spain;2014;2;Other marine fish;Seabream, gilthead;1954364.0;Net weight;1.431318E7
Spain;2014;2;Small pelagics;Mackerel;1272860.0;Net weight;5592750.0
Spain;2014;2;Tuna and tuna-like species;Tuna, miscellaneous;827534.0;Net weight;8282773.0
Spain;2014;2;Groundfish;Cod;4019582.0;Net weight;2.776868E7
Spain;2014;2;Miscellaneous aquatic products;Other unspecified products;2.489764E7;Net weight;1.657307E8
Spain;2014;2;Other marine fish;Seabass, European;1513178.0;Net weight;1.255471E7
Spain;2014;2;Other marine fish;Monk;995369.0;Net weight;1.1801E7
Spain;2014;3;Other marine fish;Seabass, European;1241458.0;Net weight;1.091869E7
Spain;2014;3;Groundfish;Hake;1.193898E7;Net weight;7.723338E7
Spain;2014;3;Other marine fish;Monk;1170884.0;Net weight;1.196511E7
Spain;2014;3;Small pelagics;Mackerel;3549441.0;Net weight;1.272109E7
Spain;2014;3;Other marine fish;Seabream, gilthead;2195312.0;Net weight;1.682101E7
Spain;2014;3;Small pelagics;Sardine;5310319.0;Net weight;2.504559E7
Spain;2014;3;Salmonids;Salmon;3868354.0;Net weight;3.591598E7
Spain;2014;3;Flatfish;Sole, other;3071739.0;Net weight;2.679527E7
Spain;2014;3;Tuna and tuna-like species;Tuna, miscellaneous;959011.0;Net weight;9322158.0
Spain;2014;3;Groundfish;Cod;4309987.0;Net weight;2.920326E7
Spain;2014;3;Miscellaneous aquatic products;Other unspecified products;2.630489E7;Net weight;1.728989E8
Spain;2014;4;Miscellaneous aquatic products;Other unspecified products;2.433081E7;Net weight;1.565422E8
Spain;2014;4;Other marine fish;Seabass, European;1243194.0;Net weight;1.061464E7
Spain;2014;4;Other marine fish;Monk;1236354.0;Net weight;1.30252E7
Spain;2014;4;Small pelagics;Mackerel;3369796.0;Net weight;1.0918E7
Spain;2014;4;Other marine fish;Seabream, gilthead;1971944.0;Net weight;1.527998E7
Spain;2014;4;Tuna and tuna-like species;Tuna, miscellaneous;1153036.0;Net weight;1.048394E7
Spain;2014;4;Groundfish;Cod;4000726.0;Net weight;2.851043E7
Spain;2014;4;Flatfish;Sole, other;3083007.0;Net weight;2.544934E7
Spain;2014;4;Salmonids;Salmon;2910512.0;Net weight;2.926871E7
Spain;2014;4;Small pelagics;Sardine;6435360.0;Net weight;2.970421E7
Spain;2014;4;Groundfish;Hake;9906091.0;Net weight;6.540368E7
Spain;2014;5;Groundfish;Hake;1.056315E7;Net weight;6.880522E7
Spain;2014;5;Small pelagics;Sardine;8087203.0;Net weight;3.552527E7
Spain;2014;5;Salmonids;Salmon;4123125.0;Net weight;3.890608E7
Spain;2014;5;Flatfish;Sole, other;3153313.0;Net weight;2.859892E7
Spain;2014;5;Groundfish;Cod;2226798.0;Net weight;1.613654E7
Spain;2014;5;Tuna and tuna-like species;Tuna, miscellaneous;1410001.0;Net weight;1.463557E7
Spain;2014;5;Other marine fish;Seabream, gilthead;2237084.0;Net weight;1.731849E7
Spain;2014;5;Small pelagics;Mackerel;1587911.0;Net weight;6230845.0
Spain;2014;5;Other marine fish;Monk;1152580.0;Net weight;1.300415E7
Spain;2014;5;Other marine fish;Seabass, European;1416246.0;Net weight;1.196247E7
Spain;2014;5;Miscellaneous aquatic products;Other unspecified products;2.525839E7;Net weight;1.651642E8
Spain;2014;6;Groundfish;Cod;1781154.0;Net weight;1.262412E7
Spain;2014;6;Flatfish;Sole, other;2893572.0;Net weight;2.439407E7
Spain;2014;6;Salmonids;Salmon;3909388.0;Net weight;3.494022E7
Spain;2014;6;Small pelagics;Sardine;6954813.0;Net weight;3.160027E7
Spain;2014;6;Groundfish;Hake;8862839.0;Net weight;5.736962E7
Spain;2014;6;Miscellaneous aquatic products;Other unspecified products;2.315594E7;Net weight;1.515491E8
Spain;2014;6;Other marine fish;Seabass, European;1200776.0;Net weight;9836089.0
Spain;2014;6;Other marine fish;Monk;1180142.0;Net weight;1.25067E7
Spain;2014;6;Small pelagics;Mackerel;1331498.0;Net weight;5853655.0
Spain;2014;6;Other marine fish;Seabream, gilthead;1714435.0;Net weight;1.285366E7
Spain;2014;6;Tuna and tuna-like species;Tuna, miscellaneous;2477742.0;Net weight;2.415411E7
Spain;2014;7;Salmonids;Salmon;3640538.0;Net weight;3.233245E7
Spain;2014;7;Small pelagics;Sardine;6537899.0;Net weight;3.211137E7
Spain;2014;7;Groundfish;Hake;9165196.0;Net weight;6.219874E7
Spain;2014;7;Miscellaneous aquatic products;Other unspecified products;2.343436E7;Net weight;1.525178E8
Spain;2014;7;Other marine fish;Seabass, European;1343804.0;Net weight;1.131024E7
Spain;2014;7;Other marine fish;Monk;1092720.0;Net weight;1.226745E7
Spain;2014;7;Small pelagics;Mackerel;1234484.0;Net weight;5103031.0
Spain;2014;7;Other marine fish;Seabream, gilthead;2289194.0;Net weight;1.663432E7
Spain;2014;7;Tuna and tuna-like species;Tuna, miscellaneous;4041435.0;Net weight;3.503864E7
Spain;2014;7;Groundfish;Cod;2149667.0;Net weight;1.537263E7
Spain;2014;7;Flatfish;Sole, other;2610632.0;Net weight;2.359539E7
Spain;2014;8;Miscellaneous aquatic products;Other unspecified products;2.190676E7;Net weight;1.430057E8
Spain;2014;8;Groundfish;Hake;6678682.0;Net weight;4.78239E7
Spain;2014;8;Small pelagics;Sardine;5705384.0;Net weight;3.060542E7
Spain;2014;8;Salmonids;Salmon;3978853.0;Net weight;3.202469E7
Spain;2014;8;Flatfish;Sole, other;2173417.0;Net weight;1.90411E7
Spain;2014;8;Groundfish;Cod;1526976.0;Net weight;1.159013E7
Spain;2014;8;Tuna and tuna-like species;Tuna, miscellaneous;3469280.0;Net weight;2.916458E7
Spain;2014;8;Other marine fish;Seabream, gilthead;1760775.0;Net weight;1.343868E7
Spain;2014;8;Small pelagics;Mackerel;930658.0;Net weight;3651252.0
Spain;2014;8;Other marine fish;Monk;965380.0;Net weight;9985974.0
Spain;2014;8;Other marine fish;Seabass, European;1291095.0;Net weight;1.110993E7
Spain;2014;9;Small pelagics;Sardine;6641836.0;Net weight;3.288013E7
Spain;2014;9;Miscellaneous aquatic products;Other unspecified products;2.508191E7;Net weight;1.657064E8
Spain;2014;9;Other marine fish;Seabass, European;1301005.0;Net weight;1.04079E7
Spain;2014;9;Other marine fish;Monk;1010106.0;Net weight;1.169764E7
Spain;2014;9;Small pelagics;Mackerel;1421945.0;Net weight;5989745.0
Spain;2014;9;Other marine fish;Seabream, gilthead;2022008.0;Net weight;1.521453E7
Spain;2014;9;Tuna and tuna-like species;Tuna, miscellaneous;3176291.0;Net weight;2.70349E7
Spain;2014;9;Groundfish;Cod;2002200.0;Net weight;1.496669E7
Spain;2014;9;Flatfish;Sole, other;2669087.0;Net weight;2.429178E7
Spain;2014;9;Salmonids;Salmon;4706871.0;Net weight;3.932218E7
Spain;2014;9;Groundfish;Hake;7895321.0;Net weight;5.629151E7
Spain;2013;1;Groundfish;Hake;1.242838E7;Net weight;9.034743E7
Spain;2013;1;Small pelagics;Sardine;4470003.0;Net weight;2.217213E7
Spain;2013;1;Salmonids;Salmon;3216912.0;Net weight;2.732958E7
Spain;2013;1;Flatfish;Sole, other;2921765.0;Net weight;2.671802E7
Spain;2013;1;Groundfish;Cod;2274049.0;Net weight;1.695422E7
Spain;2013;1;Tuna and tuna-like species;Tuna, miscellaneous;737233.0;Net weight;6766245.0
Spain;2013;1;Other marine fish;Seabream, gilthead;2957525.0;Net weight;2.162839E7
Spain;2013;1;Small pelagics;Mackerel;1150328.0;Net weight;5833134.0
Spain;2013;1;Other marine fish;Monk;1524448.0;Net weight;1.455223E7
Spain;2013;1;Other marine fish;Seabass, European;1848478.0;Net weight;1.550483E7
Spain;2013;1;Miscellaneous aquatic products;Other unspecified products;3.051216E7;Net weight;2.136199E8
Spain;2013;10;Small pelagics;Sardine;7414422.0;Net weight;3.28068E7
Spain;2013;10;Groundfish;Hake;9016312.0;Net weight;6.50663E7
Spain;2013;10;Other marine fish;Seabream, gilthead;2662936.0;Net weight;1.915625E7
Spain;2013;10;Tuna and tuna-like species;Tuna, miscellaneous;2292010.0;Net weight;2.133247E7
Spain;2013;10;Groundfish;Cod;2263908.0;Net weight;1.580332E7
Spain;2013;10;Flatfish;Sole, other;3319019.0;Net weight;2.871358E7
Spain;2013;10;Salmonids;Salmon;4399014.0;Net weight;3.651384E7
Spain;2013;10;Other marine fish;Monk;1175648.0;Net weight;1.273245E7
Spain;2013;10;Small pelagics;Mackerel;1495212.0;Net weight;6391114.0
Spain;2013;10;Other marine fish;Seabass, European;1654364.0;Net weight;1.345801E7
Spain;2013;10;Miscellaneous aquatic products;Other unspecified products;2.80318E7;Net weight;1.816311E8
Spain;2013;11;Groundfish;Cod;2753137.0;Net weight;1.979665E7
Spain;2013;11;Tuna and tuna-like species;Tuna, miscellaneous;1215329.0;Net weight;1.181848E7
Spain;2013;11;Other marine fish;Seabream, gilthead;2763675.0;Net weight;1.948577E7
Spain;2013;11;Small pelagics;Mackerel;1094608.0;Net weight;4807929.0
Spain;2013;11;Other marine fish;Monk;1125536.0;Net weight;1.277075E7
Spain;2013;11;Other marine fish;Seabass, European;1661140.0;Net weight;1.321021E7
Spain;2013;11;Miscellaneous aquatic products;Other unspecified products;2.950292E7;Net weight;1.973452E8
