"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-06","Giu-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-07","Lug-2021",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-08","Ago-2021",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-09","Set-2021",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-10","Ott-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-11","Nov-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-12","Dic-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-01","Gen-2022",2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-02","Feb-2022",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-03","Mar-2022",2.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-04","Apr-2022",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-05","Mag-2022",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-06","Giu-2022",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-07","Lug-2022",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-08","Ago-2022",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-09","Set-2022",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-10","Ott-2022",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-11","Nov-2022",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-12","Dic-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-01","Gen-2023",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-02","Feb-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-03","Mar-2023",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-04","Apr-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-05","Mag-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-06","Giu-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-07","Lug-2023",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-08","Ago-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-09","Set-2023",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-01","Gen-2020",0,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-02","Feb-2020",-0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-03","Mar-2020",-0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-04","Apr-2020",0.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-05","Mag-2020",0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-06","Giu-2020",0.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-07","Lug-2020",0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-08","Ago-2020",0.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-09","Set-2020",0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-10","Ott-2020",0.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-11","Nov-2020",0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2020-12","Dic-2020",0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-01","Gen-2021",1.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-02","Feb-2021",1.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-03","Mar-2021",1.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-04","Apr-2021",2.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-05","Mag-2021",2.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-06","Giu-2021",2.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-07","Lug-2021",2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-08","Ago-2021",2.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-09","Set-2021",2.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-10","Ott-2021",2.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-11","Nov-2021",2.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2021-12","Dic-2021",2.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-01","Gen-2022",3.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-02","Feb-2022",3.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-03","Mar-2022",6.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-04","Apr-2022",7.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-05","Mag-2022",9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-06","Giu-2022",8.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-07","Lug-2022",8.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-08","Ago-2022",8.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-09","Set-2022",8.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-10","Ott-2022",9.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-11","Nov-2022",10.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2022-12","Dic-2022",10.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-01","Gen-2023",8.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-02","Feb-2023",7.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-03","Mar-2023",4.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-04","Apr-2023",3.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-05","Mag-2023",2.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-06","Giu-2023",2.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-07","Lug-2023",3.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-08","Ago-2023",3.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","BUILD","costruzioni agricole","2023-09","Set-2023",3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-01","Gen-2020",102.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-02","Feb-2020",102.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-03","Mar-2020",102.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-04","Apr-2020",102.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-05","Mag-2020",102.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-06","Giu-2020",102.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-07","Lug-2020",102.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-08","Ago-2020",102.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-09","Set-2020",102.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-10","Ott-2020",102.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-11","Nov-2020",102.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-12","Dic-2020",102.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-01","Gen-2021",103.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-02","Feb-2021",103.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-03","Mar-2021",104,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-04","Apr-2021",104.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-05","Mag-2021",104.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-06","Giu-2021",104.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-07","Lug-2021",104.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-08","Ago-2021",104.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-09","Set-2021",104.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-10","Ott-2021",104.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-11","Nov-2021",105,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-12","Dic-2021",105.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-01","Gen-2022",107.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-02","Feb-2022",107.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-03","Mar-2022",110.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-04","Apr-2022",111.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-05","Mag-2022",113,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-06","Giu-2022",112.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-07","Lug-2022",113.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-08","Ago-2022",113.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-09","Set-2022",113.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-10","Ott-2022",114.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-11","Nov-2022",115.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-12","Dic-2022",115.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-01","Gen-2023",116,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-02","Feb-2023",116.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-03","Mar-2023",116,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-04","Apr-2023",115.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-05","Mag-2023",115.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-06","Giu-2023",115.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-07","Lug-2023",117.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-08","Ago-2023",117.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2023-09","Set-2023",117.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-01","Gen-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-02","Feb-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-03","Mar-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-04","Apr-2020",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-05","Mag-2020",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-06","Giu-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-07","Lug-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-08","Ago-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-09","Set-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-10","Ott-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-11","Nov-2020",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2020-12","Dic-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-01","Gen-2021",1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-02","Feb-2021",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-03","Mar-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-04","Apr-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-05","Mag-2021",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-06","Giu-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-07","Lug-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-08","Ago-2021",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-09","Set-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-10","Ott-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-11","Nov-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2021-12","Dic-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-01","Gen-2022",1.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-02","Feb-2022",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-03","Mar-2022",2.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-04","Apr-2022",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-05","Mag-2022",1.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-06","Giu-2022",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-07","Lug-2022",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-08","Ago-2022",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-09","Set-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-10","Ott-2022",1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-11","Nov-2022",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FARMDINGS","fabbricati agricoli","2022-12","Dic-2022",0.1,,
